{{1976, 8, 18}, 11.101736}
{{1977, 1, 19}, 14.656476}
{{1977, 1, 20}, 14.328346}
{{1977, 1, 21}, 15.039295}
{{1977, 1, 24}, 15.476806}
{{1977, 1, 25}, 15.148675}
{{1977, 1, 26}, 15.695556}
{{1977, 1, 27}, 15.476806}
{{1977, 1, 28}, 15.476806}
{{1977, 1, 31}, 14.820545}
{{1977, 2, 1}, 14.984607}
{{1977, 2, 2}, 15.695556}
{{1977, 2, 3}, 15.203357}
{{1977, 2, 4}, 15.531486}
{{1977, 2, 7}, 16.351815}
{{1977, 2, 8}, 16.461196}
{{1977, 2, 9}, 16.078375}
{{1977, 2, 10}, 15.750246}
{{1977, 2, 11}, 15.750246}
{{1977, 2, 14}, 15.039295}
{{1977, 2, 15}, 15.203357}
{{1977, 2, 16}, 15.203357}
{{1977, 2, 17}, 15.804935}
{{1977, 2, 18}, 15.312735}
{{1977, 2, 22}, 15.476806}
{{1977, 2, 23}, 15.695556}
{{1977, 2, 24}, 15.695556}
{{1977, 2, 25}, 15.695556}
{{1977, 2, 28}, 15.695556}
{{1977, 3, 1}, 15.586176}
{{1977, 3, 2}, 15.531486}
{{1977, 3, 3}, 15.476806}
{{1977, 3, 4}, 15.531486}
{{1977, 3, 7}, 15.148675}
{{1977, 3, 8}, 15.148675}
{{1977, 3, 9}, 15.367426}
{{1977, 3, 10}, 15.258045}
{{1977, 3, 11}, 15.148675}
{{1977, 3, 14}, 14.984607}
{{1977, 3, 15}, 15.039295}
{{1977, 3, 16}, 15.148675}
{{1977, 3, 17}, 14.984607}
{{1977, 3, 18}, 15.203357}
{{1977, 3, 21}, 15.203357}
{{1977, 3, 22}, 15.039295}
{{1977, 3, 23}, 15.203357}
{{1977, 3, 24}, 14.984607}
{{1977, 3, 25}, 14.656476}
{{1977, 3, 28}, 13.890837}
{{1977, 3, 29}, 13.672086}
{{1977, 3, 30}, 14.000217}
{{1977, 3, 31}, 13.617396}
{{1977, 4, 1}, 13.070516}
{{1977, 4, 4}, 12.906447}
{{1977, 4, 5}, 12.742386}
{{1977, 4, 6}, 12.742386}
{{1977, 4, 7}, 12.578317}
{{1977, 4, 11}, 13.289267}
{{1977, 4, 12}, 13.726776}
{{1977, 4, 13}, 13.672086}
{{1977, 4, 14}, 13.562707}
{{1977, 4, 15}, 13.125206}
{{1977, 4, 18}, 13.070516}
{{1977, 4, 19}, 13.125206}
{{1977, 4, 20}, 13.070516}
{{1977, 4, 21}, 13.070516}
{{1977, 4, 22}, 13.070516}
{{1977, 4, 25}, 12.742386}
{{1977, 4, 26}, 12.797076}
{{1977, 4, 27}, 12.797076}
{{1977, 4, 28}, 13.070516}
{{1977, 4, 29}, 13.070516}
{{1977, 5, 2}, 13.781466}
{{1977, 5, 3}, 13.781466}
{{1977, 5, 4}, 13.781466}
{{1977, 5, 5}, 13.836156}
{{1977, 5, 6}, 13.781466}
{{1977, 5, 9}, 13.562707}
{{1977, 5, 10}, 13.453336}
{{1977, 5, 11}, 13.070516}
{{1977, 5, 12}, 13.125206}
{{1977, 5, 13}, 13.125206}
{{1977, 5, 16}, 13.508026}
{{1977, 5, 17}, 13.343957}
{{1977, 5, 18}, 13.453336}
{{1977, 5, 19}, 13.343957}
{{1977, 5, 20}, 13.562707}
{{1977, 5, 23}, 13.289267}
{{1977, 5, 24}, 13.289267}
{{1977, 5, 25}, 13.398646}
{{1977, 5, 26}, 13.234576}
{{1977, 5, 27}, 13.398646}
{{1977, 5, 31}, 14.000217}
{{1977, 6, 1}, 13.781466}
{{1977, 6, 2}, 13.781466}
{{1977, 6, 3}, 13.726776}
{{1977, 6, 6}, 13.890837}
{{1977, 6, 7}, 13.781466}
{{1977, 6, 8}, 13.562707}
{{1977, 6, 9}, 13.617396}
{{1977, 6, 10}, 13.234576}
{{1977, 6, 13}, 13.453336}
{{1977, 6, 14}, 13.562707}
{{1977, 6, 15}, 13.508026}
{{1977, 6, 16}, 13.672086}
{{1977, 6, 17}, 13.890837}
{{1977, 6, 20}, 13.781466}
{{1977, 6, 21}, 13.726776}
{{1977, 6, 22}, 13.781466}
{{1977, 6, 23}, 13.945527}
{{1977, 6, 24}, 14.656476}
{{1977, 6, 27}, 14.929917}
{{1977, 6, 28}, 14.765856}
{{1977, 6, 29}, 14.383036}
{{1977, 6, 30}, 14.383036}
{{1977, 7, 1}, 14.383036}
{{1977, 7, 5}, 14.328346}
{{1977, 7, 6}, 14.383036}
{{1977, 7, 7}, 14.437726}
{{1977, 7, 8}, 14.765856}
{{1977, 7, 11}, 14.656476}
{{1977, 7, 12}, 14.437726}
{{1977, 7, 13}, 14.383036}
{{1977, 7, 15}, 14.328346}
{{1977, 7, 18}, 14.054905}
{{1977, 7, 19}, 14.000217}
{{1977, 7, 20}, 13.890837}
{{1977, 7, 21}, 13.781466}
{{1977, 7, 22}, 13.453336}
{{1977, 7, 25}, 13.453336}
{{1977, 7, 26}, 13.398646}
{{1977, 7, 27}, 13.398646}
{{1977, 7, 28}, 13.234576}
{{1977, 7, 29}, 13.398646}
{{1977, 8, 1}, 13.453336}
{{1977, 8, 2}, 13.726776}
{{1977, 8, 3}, 13.726776}
{{1977, 8, 4}, 13.562707}
{{1977, 8, 5}, 13.562707}
{{1977, 8, 8}, 13.453336}
{{1977, 8, 9}, 13.398646}
{{1977, 8, 10}, 13.398646}
{{1977, 8, 11}, 13.672086}
{{1977, 8, 12}, 13.453336}
{{1977, 8, 15}, 13.453336}
{{1977, 8, 16}, 13.672086}
{{1977, 8, 17}, 13.781466}
{{1977, 8, 18}, 14.000217}
{{1977, 8, 19}, 14.164285}
{{1977, 8, 22}, 14.218967}
{{1977, 8, 23}, 14.383036}
{{1977, 8, 24}, 14.328346}
{{1977, 8, 25}, 14.437726}
{{1977, 8, 26}, 14.437726}
{{1977, 8, 29}, 14.109595}
{{1977, 8, 30}, 14.218967}
{{1977, 8, 31}, 14.218967}
{{1977, 9, 1}, 14.218967}
{{1977, 9, 2}, 14.164285}
{{1977, 9, 6}, 14.218967}
{{1977, 9, 7}, 14.164285}
{{1977, 9, 8}, 14.109595}
{{1977, 9, 9}, 13.836156}
{{1977, 9, 12}, 13.836156}
{{1977, 9, 13}, 13.836156}
{{1977, 9, 14}, 14.437726}
{{1977, 9, 15}, 14.437726}
{{1977, 9, 16}, 14.437726}
{{1977, 9, 19}, 14.109595}
{{1977, 9, 20}, 14.383036}
{{1977, 9, 21}, 14.437726}
{{1977, 9, 22}, 14.109595}
{{1977, 9, 23}, 14.109595}
{{1977, 9, 26}, 14.109595}
{{1977, 9, 27}, 14.164285}
{{1977, 9, 28}, 14.547096}
{{1977, 9, 29}, 15.258045}
{{1977, 9, 30}, 14.765856}
{{1977, 10, 3}, 14.437726}
{{1977, 10, 4}, 14.437726}
{{1977, 10, 5}, 14.492416}
{{1977, 10, 6}, 14.328346}
{{1977, 10, 7}, 14.328346}
{{1977, 10, 10}, 14.109595}
{{1977, 10, 11}, 14.109595}
{{1977, 10, 12}, 14.383036}
{{1977, 10, 13}, 14.383036}
{{1977, 10, 14}, 14.383036}
{{1977, 10, 17}, 14.383036}
{{1977, 10, 18}, 14.383036}
{{1977, 10, 19}, 14.437726}
{{1977, 10, 20}, 14.437726}
{{1977, 10, 21}, 14.383036}
{{1977, 10, 24}, 14.437726}
{{1977, 10, 25}, 14.437726}
{{1977, 10, 26}, 14.383036}
{{1977, 10, 27}, 14.437726}
{{1977, 10, 28}, 14.109595}
{{1977, 10, 31}, 14.218967}
{{1977, 11, 1}, 14.218967}
{{1977, 11, 2}, 14.218967}
{{1977, 11, 3}, 14.218967}
{{1977, 11, 4}, 14.109595}
{{1977, 11, 7}, 14.109595}
{{1977, 11, 8}, 13.836156}
{{1977, 11, 9}, 13.890837}
{{1977, 11, 10}, 13.726776}
{{1977, 11, 11}, 13.890837}
{{1977, 11, 14}, 13.945527}
{{1977, 11, 15}, 13.945527}
{{1977, 11, 16}, 13.945527}
{{1977, 11, 17}, 13.781466}
{{1977, 11, 18}, 13.945527}
{{1977, 11, 21}, 13.890837}
{{1977, 11, 22}, 13.781466}
{{1977, 11, 23}, 13.781466}
{{1977, 11, 25}, 13.453336}
{{1977, 11, 28}, 13.562707}
{{1977, 11, 29}, 13.508026}
{{1977, 11, 30}, 13.617396}
{{1977, 12, 1}, 13.562707}
{{1977, 12, 2}, 13.398646}
{{1977, 12, 5}, 13.070516}
{{1977, 12, 6}, 12.742386}
{{1977, 12, 7}, 12.414256}
{{1977, 12, 8}, 12.468946}
{{1977, 12, 9}, 12.414256}
{{1977, 12, 12}, 12.414256}
{{1977, 12, 13}, 12.359567}
{{1977, 12, 14}, 12.523636}
{{1977, 12, 15}, 12.468946}
{{1977, 12, 16}, 12.633006}
{{1977, 12, 19}, 12.633006}
{{1977, 12, 20}, 12.633006}
{{1977, 12, 21}, 12.523636}
{{1977, 12, 22}, 12.250187}
{{1977, 12, 23}, 12.250187}
{{1977, 12, 27}, 11.265798}
{{1977, 12, 28}, 11.429866}
{{1977, 12, 29}, 11.429866}
{{1977, 12, 30}, 11.375177}
{{1978, 1, 3}, 11.429866}
{{1978, 1, 4}, 11.375177}
{{1978, 1, 5}, 11.375177}
{{1978, 1, 6}, 11.429866}
{{1978, 1, 9}, 11.429866}
{{1978, 1, 10}, 11.593927}
{{1978, 1, 11}, 12.031436}
{{1978, 1, 12}, 12.086126}
{{1978, 1, 13}, 12.304877}
{{1978, 1, 16}, 12.687696}
{{1978, 1, 17}, 12.578317}
{{1978, 1, 18}, 13.070516}
{{1978, 1, 19}, 13.015826}
{{1978, 1, 20}, 12.797076}
{{1978, 1, 23}, 12.578317}
{{1978, 1, 24}, 12.687696}
{{1978, 1, 25}, 12.742386}
{{1978, 1, 26}, 12.961137}
{{1978, 1, 27}, 13.125206}
{{1978, 1, 30}, 13.398646}
{{1978, 1, 31}, 13.617396}
{{1978, 2, 1}, 13.453336}
{{1978, 2, 2}, 13.453336}
{{1978, 2, 3}, 13.562707}
{{1978, 2, 6}, 13.781466}
{{1978, 2, 7}, 13.836156}
{{1978, 2, 8}, 14.164285}
{{1978, 2, 9}, 14.054905}
{{1978, 2, 10}, 14.000217}
{{1978, 2, 13}, 14.000217}
{{1978, 2, 14}, 13.945527}
{{1978, 2, 15}, 14.164285}
{{1978, 2, 16}, 14.765856}
{{1978, 2, 17}, 14.547096}
{{1978, 2, 21}, 14.601786}
{{1978, 2, 22}, 15.093985}
{{1978, 2, 23}, 14.929917}
{{1978, 2, 24}, 14.984607}
{{1978, 2, 27}, 15.258045}
{{1978, 2, 28}, 15.203357}
{{1978, 3, 1}, 15.039295}
{{1978, 3, 2}, 14.929917}
{{1978, 3, 3}, 14.984607}
{{1978, 3, 6}, 14.765856}
{{1978, 3, 7}, 14.820545}
{{1978, 3, 8}, 14.820545}
{{1978, 3, 9}, 14.984607}
{{1978, 3, 10}, 15.422116}
{{1978, 3, 13}, 15.640866}
{{1978, 3, 14}, 16.023685}
{{1978, 3, 15}, 16.023685}
{{1978, 3, 16}, 15.968996}
{{1978, 3, 17}, 15.804935}
{{1978, 3, 20}, 15.531486}
{{1978, 3, 21}, 15.531486}
{{1978, 3, 22}, 15.586176}
{{1978, 3, 23}, 15.750246}
{{1978, 3, 27}, 15.914306}
{{1978, 3, 28}, 16.133065}
{{1978, 3, 29}, 16.133065}
{{1978, 3, 30}, 16.133065}
{{1978, 3, 31}, 15.914306}
{{1978, 4, 3}, 15.914306}
{{1978, 4, 4}, 15.968996}
{{1978, 4, 5}, 16.133065}
{{1978, 4, 6}, 15.914306}
{{1978, 4, 7}, 15.859625}
{{1978, 4, 10}, 16.133065}
{{1978, 4, 11}, 15.968996}
{{1978, 4, 12}, 16.133065}
{{1978, 4, 13}, 16.023685}
{{1978, 4, 14}, 16.406505}
{{1978, 4, 17}, 16.953385}
{{1978, 4, 18}, 16.898696}
{{1978, 4, 19}, 17.445585}
{{1978, 4, 20}, 16.898696}
{{1978, 4, 21}, 16.625256}
{{1978, 4, 24}, 16.242435}
{{1978, 4, 25}, 16.297125}
{{1978, 4, 26}, 16.625256}
{{1978, 4, 27}, 16.461196}
{{1978, 4, 28}, 16.461196}
{{1978, 5, 1}, 16.515884}
{{1978, 5, 2}, 17.336205}
{{1978, 5, 3}, 17.336205}
{{1978, 5, 4}, 17.117455}
{{1978, 5, 5}, 17.172145}
{{1978, 5, 8}, 17.117455}
{{1978, 5, 9}, 17.008075}
{{1978, 5, 10}, 16.898696}
{{1978, 5, 11}, 16.734634}
{{1978, 5, 12}, 16.898696}
{{1978, 5, 15}, 16.570566}
{{1978, 5, 16}, 16.406505}
{{1978, 5, 17}, 16.242435}
{{1978, 5, 18}, 16.133065}
{{1978, 5, 19}, 16.242435}
{{1978, 5, 22}, 16.023685}
{{1978, 5, 23}, 16.078375}
{{1978, 5, 24}, 16.351815}
{{1978, 5, 25}, 16.406505}
{{1978, 5, 26}, 16.297125}
{{1978, 5, 30}, 16.953385}
{{1978, 5, 31}, 17.336205}
{{1978, 6, 1}, 17.226825}
{{1978, 6, 2}, 17.117455}
{{1978, 6, 5}, 17.883086}
{{1978, 6, 6}, 17.664336}
{{1978, 6, 7}, 17.500274}
{{1978, 6, 8}, 17.500274}
{{1978, 6, 9}, 17.554956}
{{1978, 6, 12}, 17.773714}
{{1978, 6, 13}, 17.773714}
{{1978, 6, 14}, 17.773714}
{{1978, 6, 15}, 17.828404}
{{1978, 6, 16}, 17.828404}
{{1978, 6, 19}, 18.101845}
{{1978, 6, 20}, 18.265905}
{{1978, 6, 21}, 18.265905}
{{1978, 6, 22}, 17.992465}
{{1978, 6, 23}, 18.320595}
{{1978, 6, 26}, 18.812794}
{{1978, 6, 27}, 18.484664}
{{1978, 6, 28}, 18.703414}
{{1978, 6, 29}, 18.594036}
{{1978, 6, 30}, 18.594036}
{{1978, 7, 3}, 18.812794}
{{1978, 7, 5}, 18.484664}
{{1978, 7, 6}, 18.484664}
{{1978, 7, 7}, 18.594036}
{{1978, 7, 10}, 18.812794}
{{1978, 7, 11}, 18.484664}
{{1978, 7, 12}, 18.211215}
{{1978, 7, 13}, 18.211215}
{{1978, 7, 14}, 18.156535}
{{1978, 7, 17}, 18.211215}
{{1978, 7, 18}, 18.375285}
{{1978, 7, 19}, 18.484664}
{{1978, 7, 20}, 18.429975}
{{1978, 7, 21}, 18.320595}
{{1978, 7, 24}, 18.594036}
{{1978, 7, 25}, 18.484664}
{{1978, 7, 26}, 18.429975}
{{1978, 7, 27}, 18.429975}
{{1978, 7, 28}, 18.703414}
{{1978, 7, 31}, 18.976855}
{{1978, 8, 1}, 19.250295}
{{1978, 8, 2}, 18.812794}
{{1978, 8, 3}, 18.703414}
{{1978, 8, 4}, 18.703414}
{{1978, 8, 7}, 18.703414}
{{1978, 8, 8}, 18.648726}
{{1978, 8, 9}, 18.484664}
{{1978, 8, 10}, 18.484664}
{{1978, 8, 11}, 18.484664}
{{1978, 8, 14}, 18.812794}
{{1978, 8, 15}, 18.648726}
{{1978, 8, 16}, 18.429975}
{{1978, 8, 17}, 18.320595}
{{1978, 8, 18}, 18.594036}
{{1978, 8, 21}, 18.156535}
{{1978, 8, 22}, 18.484664}
{{1978, 8, 23}, 18.375285}
{{1978, 8, 24}, 18.484664}
{{1978, 8, 25}, 18.429975}
{{1978, 8, 28}, 18.429975}
{{1978, 8, 29}, 18.101845}
{{1978, 8, 30}, 18.484664}
{{1978, 8, 31}, 18.320595}
{{1978, 9, 1}, 18.156535}
{{1978, 9, 5}, 18.375285}
{{1978, 9, 6}, 18.320595}
{{1978, 9, 7}, 18.101845}
{{1978, 9, 8}, 18.101845}
{{1978, 9, 11}, 18.047155}
{{1978, 9, 12}, 18.101845}
{{1978, 9, 13}, 18.594036}
{{1978, 9, 14}, 18.484664}
{{1978, 9, 15}, 18.594036}
{{1978, 9, 18}, 18.812794}
{{1978, 9, 19}, 18.867484}
{{1978, 9, 20}, 18.976855}
{{1978, 9, 21}, 19.195613}
{{1978, 9, 22}, 19.086235}
{{1978, 9, 25}, 19.523744}
{{1978, 9, 26}, 19.578425}
{{1978, 9, 27}, 19.304985}
{{1978, 9, 28}, 18.976855}
{{1978, 9, 29}, 18.867484}
{{1978, 10, 2}, 18.812794}
{{1978, 10, 3}, 18.812794}
{{1978, 10, 4}, 19.195613}
{{1978, 10, 5}, 19.414364}
{{1978, 10, 6}, 19.359675}
{{1978, 10, 9}, 18.867484}
{{1978, 10, 10}, 18.867484}
{{1978, 10, 11}, 18.867484}
{{1978, 10, 12}, 18.976855}
{{1978, 10, 13}, 18.976855}
{{1978, 10, 16}, 19.031545}
{{1978, 10, 17}, 19.414364}
{{1978, 10, 18}, 19.414364}
{{1978, 10, 19}, 19.250295}
{{1978, 10, 20}, 19.359675}
{{1978, 10, 23}, 19.414364}
{{1978, 10, 24}, 19.140925}
{{1978, 10, 25}, 19.359675}
{{1978, 10, 26}, 19.359675}
{{1978, 10, 27}, 19.250295}
{{1978, 10, 30}, 19.687804}
{{1978, 10, 31}, 19.469054}
{{1978, 11, 1}, 18.648726}
{{1978, 11, 2}, 18.648726}
{{1978, 11, 3}, 18.648726}
{{1978, 11, 6}, 18.648726}
{{1978, 11, 7}, 18.648726}
{{1978, 11, 8}, 18.648726}
{{1978, 11, 9}, 18.648726}
{{1978, 11, 10}, 18.648726}
{{1978, 11, 13}, 18.648726}
{{1978, 11, 14}, 18.648726}
{{1978, 11, 15}, 18.484664}
{{1978, 11, 16}, 18.429975}
{{1978, 11, 17}, 18.648726}
{{1978, 11, 20}, 18.484664}
{{1978, 11, 21}, 18.594036}
{{1978, 11, 22}, 18.594036}
{{1978, 11, 24}, 18.594036}
{{1978, 11, 27}, 18.484664}
{{1978, 11, 28}, 18.320595}
{{1978, 11, 29}, 18.211215}
{{1978, 11, 30}, 18.101845}
{{1978, 12, 1}, 17.883086}
{{1978, 12, 4}, 18.484664}
{{1978, 12, 5}, 18.812794}
{{1978, 12, 6}, 18.703414}
{{1978, 12, 7}, 18.812794}
{{1978, 12, 8}, 18.648726}
{{1978, 12, 11}, 18.812794}
{{1978, 12, 12}, 18.812794}
{{1978, 12, 13}, 18.812794}
{{1978, 12, 14}, 18.812794}
{{1978, 12, 15}, 18.703414}
{{1978, 12, 18}, 18.976855}
{{1978, 12, 19}, 18.976855}
{{1978, 12, 20}, 18.867484}
{{1978, 12, 21}, 18.648726}
{{1978, 12, 22}, 18.703414}
{{1978, 12, 26}, 18.648726}
{{1978, 12, 27}, 18.648726}
{{1978, 12, 28}, 18.648726}
{{1978, 12, 29}, 18.648726}
{{1979, 1, 2}, 18.648726}
{{1979, 1, 3}, 18.594036}
{{1979, 1, 4}, 18.484664}
{{1979, 1, 5}, 18.429975}
{{1979, 1, 8}, 18.484664}
{{1979, 1, 9}, 18.484664}
{{1979, 1, 10}, 18.703414}
{{1979, 1, 11}, 18.703414}
{{1979, 1, 12}, 18.484664}
{{1979, 1, 15}, 18.484664}
{{1979, 1, 16}, 18.429975}
{{1979, 1, 17}, 18.429975}
{{1979, 1, 18}, 18.320595}
{{1979, 1, 19}, 18.156535}
{{1979, 1, 22}, 18.156535}
{{1979, 1, 23}, 18.156535}
{{1979, 1, 24}, 18.156535}
{{1979, 1, 25}, 17.883086}
{{1979, 1, 26}, 17.828404}
{{1979, 1, 29}, 17.664336}
{{1979, 1, 30}, 17.664336}
{{1979, 1, 31}, 17.554956}
{{1979, 2, 1}, 17.445585}
{{1979, 2, 2}, 17.445585}
{{1979, 2, 5}, 17.500274}
{{1979, 2, 6}, 17.500274}
{{1979, 2, 7}, 17.773714}
{{1979, 2, 8}, 17.773714}
{{1979, 2, 9}, 17.664336}
{{1979, 2, 12}, 17.500274}
{{1979, 2, 13}, 17.445585}
{{1979, 2, 14}, 17.445585}
{{1979, 2, 15}, 17.500274}
{{1979, 2, 16}, 17.500274}
{{1979, 2, 20}, 17.500274}
{{1979, 2, 21}, 17.500274}
{{1979, 2, 22}, 17.554956}
{{1979, 2, 23}, 17.500274}
{{1979, 2, 26}, 17.500274}
{{1979, 2, 27}, 17.445585}
{{1979, 2, 28}, 17.336205}
{{1979, 3, 1}, 16.898696}
{{1979, 3, 2}, 16.789324}
{{1979, 3, 5}, 16.898696}
{{1979, 3, 6}, 17.008075}
{{1979, 3, 7}, 17.172145}
{{1979, 3, 8}, 17.172145}
{{1979, 3, 9}, 17.062765}
{{1979, 3, 12}, 16.953385}
{{1979, 3, 13}, 16.570566}
{{1979, 3, 14}, 16.734634}
{{1979, 3, 15}, 16.844014}
{{1979, 3, 16}, 16.734634}
{{1979, 3, 19}, 16.679946}
{{1979, 3, 20}, 16.679946}
{{1979, 3, 21}, 16.679946}
{{1979, 3, 22}, 16.679946}
{{1979, 3, 23}, 16.570566}
{{1979, 3, 26}, 16.461196}
{{1979, 3, 27}, 16.406505}
{{1979, 3, 28}, 16.406505}
{{1979, 3, 29}, 16.297125}
{{1979, 3, 30}, 16.023685}
{{1979, 4, 2}, 15.859625}
{{1979, 4, 3}, 15.586176}
{{1979, 4, 4}, 15.531486}
{{1979, 4, 5}, 15.531486}
{{1979, 4, 6}, 15.750246}
{{1979, 4, 9}, 16.461196}
{{1979, 4, 10}, 16.406505}
{{1979, 4, 11}, 17.336205}
{{1979, 4, 12}, 17.008075}
{{1979, 4, 16}, 18.101845}
{{1979, 4, 17}, 17.719024}
{{1979, 4, 18}, 17.828404}
{{1979, 4, 19}, 18.976855}
{{1979, 4, 20}, 19.086235}
{{1979, 4, 23}, 18.812794}
{{1979, 4, 24}, 18.703414}
{{1979, 4, 25}, 18.265905}
{{1979, 4, 26}, 18.211215}
{{1979, 4, 27}, 18.320595}
{{1979, 4, 30}, 18.156535}
{{1979, 5, 1}, 17.992465}
{{1979, 5, 2}, 17.828404}
{{1979, 5, 3}, 18.047155}
{{1979, 5, 4}, 17.937775}
{{1979, 5, 7}, 18.101845}
{{1979, 5, 8}, 17.719024}
{{1979, 5, 9}, 17.883086}
{{1979, 5, 10}, 18.047155}
{{1979, 5, 11}, 17.937775}
{{1979, 5, 14}, 17.664336}
{{1979, 5, 15}, 17.719024}
{{1979, 5, 16}, 17.719024}
{{1979, 5, 17}, 17.500274}
{{1979, 5, 18}, 16.898696}
{{1979, 5, 21}, 16.844014}
{{1979, 5, 22}, 17.008075}
{{1979, 5, 23}, 17.062765}
{{1979, 5, 24}, 17.281515}
{{1979, 5, 25}, 17.226825}
{{1979, 5, 29}, 16.789324}
{{1979, 5, 30}, 16.898696}
{{1979, 5, 31}, 16.734634}
{{1979, 6, 1}, 16.679946}
{{1979, 6, 4}, 16.734634}
{{1979, 6, 5}, 16.734634}
{{1979, 6, 6}, 16.734634}
{{1979, 6, 7}, 16.734634}
{{1979, 6, 8}, 16.734634}
{{1979, 6, 11}, 16.734634}
{{1979, 6, 12}, 16.734634}
{{1979, 6, 13}, 16.679946}
{{1979, 6, 14}, 16.953385}
{{1979, 6, 15}, 17.445585}
{{1979, 6, 18}, 17.336205}
{{1979, 6, 19}, 17.500274}
{{1979, 6, 20}, 17.500274}
{{1979, 6, 21}, 17.336205}
{{1979, 6, 22}, 17.500274}
{{1979, 6, 25}, 17.554956}
{{1979, 6, 26}, 17.445585}
{{1979, 6, 27}, 17.062765}
{{1979, 6, 28}, 17.062765}
{{1979, 6, 29}, 17.172145}
{{1979, 7, 2}, 16.570566}
{{1979, 7, 3}, 16.679946}
{{1979, 7, 5}, 16.734634}
{{1979, 7, 6}, 16.406505}
{{1979, 7, 9}, 16.406505}
{{1979, 7, 10}, 16.351815}
{{1979, 7, 11}, 16.351815}
{{1979, 7, 12}, 16.242435}
{{1979, 7, 13}, 15.750246}
{{1979, 7, 16}, 16.133065}
{{1979, 7, 17}, 16.133065}
